Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
FLJ40330	1.09041757434013	4.55967816091954	6.25416601154913	5.52098843384602e-10	1.92313480843222e-09	11.7902207562483
GTF2IRD2B	-0.518186214500502	7.24970747126437	-6.25388541893358	5.5306124587769e-10	1.92615586440498e-09	11.7885255089939
RIMS1	-1.30122476445038	3.93786338259442	-6.25382132570275	5.53281308617999e-10	1.92659096666639e-09	11.788138289016
IQCE	-0.381017106582025	9.83866765188834	-6.25345390408996	5.54544494780708e-10	1.9306575740586e-09	11.7859185789907
BCAS2	0.255921672792077	9.51452832512315	6.25337774241429	5.54806689030511e-10	1.93123840946131e-09	11.785458477549
PIGW	0.390566116494056	7.81870049261084	6.25286163188473	5.56586645637806e-10	1.937101348592e-09	11.7823407329138
PPIG	0.261723577235795	10.357863546798	6.25212513082559	5.59136347900338e-10	1.94564077623327e-09	11.7778920606467
SIM2	1.0480560886513	6.30400566502463	6.25196976623942	5.59675662215085e-10	1.94718287427932e-09	11.7769536778702
IYD	-1.49398388461967	3.57373472906404	-6.25071383421331	5.64054056772203e-10	1.96207879727768e-09	11.7693688073708
MRPL13	0.45166199799532	9.71164187192118	6.24933489202491	5.68899829751585e-10	1.97859511456794e-09	11.7610426949332
MEA1	0.343408584474902	10.24333727422	6.24873629232453	5.71016020933003e-10	1.98561408927458e-09	11.7574288602461
BCL2L12	0.532503178527663	7.99830673234811	6.24851009485297	5.7181768284926e-10	1.98806037992502e-09	11.7560633572452
IGF1	-1.14153223076067	8.24031206896552	-6.24794057791301	5.73840968951315e-10	1.99475236924168e-09	11.7526255174794
LOC340094	0.133174952667335	0.0391176518883415	6.2468316920109	5.77800522941061e-10	2.00817164760638e-09	11.7459326665924
TCEB1	0.417504771132629	9.60657167487685	6.24651376376953	5.78940680141722e-10	2.01178906215342e-09	11.7440139674105
TOP1MT	0.54454885176523	9.14288481116585	6.24617245361782	5.80167136197287e-10	2.01570506815362e-09	11.7419542601511
TM4SF4	0.695708372870031	1.00604220032841	6.24567763885756	5.81949700790636e-10	2.02155151636569e-09	11.7389683847331
LOC100134713	0.38775758993207	4.1742367816092	6.24552303916309	5.82507740687463e-10	2.02314298823572e-09	11.7380355246776
RPRML	0.648899135761221	0.55480894909688	6.244354711131	5.86741850461137e-10	2.03749930650531e-09	11.7309864918943
MNAT1	-0.314526873816687	8.05214154351396	-6.24394688100257	5.88226925790323e-10	2.04230613768312e-09	11.7285261659616
ZMYND17	-0.470292255262285	6.4990013136289	-6.24178131866672	5.96174347492822e-10	2.06954454669603e-09	11.7154644541238
PPIA	0.327249952110492	12.2484559934319	6.24141502339999	5.97528950846176e-10	2.07389139889233e-09	11.7132555436082
DCN	-0.99886527007461	13.2456255336617	-6.24084158025301	5.99655652120149e-10	2.08091608408795e-09	11.7097976906427
GPX4	-0.4546691591491	11.7260567323481	-6.24049051734624	6.00961269698174e-10	2.08508953810646e-09	11.7076809339892
GPR109B	-0.805785735605307	4.37894499178982	-6.23861351636383	6.07989171372818e-10	2.1091121443375e-09	11.6963653290175
ALK	0.829635669896429	2.12534039408867	6.23743307858358	6.12450045144915e-10	2.12422303721096e-09	11.6892506292503
RAB4B	-0.41656860674909	8.76245336617406	-6.23709816159595	6.1372150835283e-10	2.12826849095231e-09	11.6872322574055
C14orf180	-1.59214220291792	2.70908538587849	-6.23706334492052	6.13853832622982e-10	2.12836292043839e-09	11.6870224411029
MICALL2	-0.573315545160929	8.6208459770115	-6.23557683530308	6.19529533945946e-10	2.14767410501084e-09	11.6780652884445
WHAMML2	-0.663905234435911	4.52588825944171	-6.2348544681929	6.22306109601968e-10	2.15693022961818e-09	11.6737132965742
ZNF589	-0.316006183316632	8.14779178981938	-6.23466200986202	6.23047913671295e-10	2.1591318185611e-09	11.672553886835
FRMD8	0.337460347477453	9.92985311986864	6.23382858835166	6.26270203609896e-10	2.16992714516811e-09	11.6675335665886
INSL3	0.64735530014478	1.60339688013136	6.23305684673123	6.29268531700289e-10	2.17994291891793e-09	11.6628853517102
RPS6KA5	-0.620428174629692	7.66063669950739	-6.23279727789537	6.30280142113319e-10	2.18307395896681e-09	11.6613220848363
RTP1	0.328808546608754	0.262024712643678	6.23145649781484	6.35530876557624e-10	2.2008842872854e-09	11.6532481390844
PDGFRL	-0.784604002672928	8.67782750410509	-6.2313399774244	6.35989204089365e-10	2.20209494977224e-09	11.652546550394
RTN4R	0.65685443367859	6.29462775041051	6.23072660275229	6.3840721341928e-10	2.21008938225081e-09	11.648853522148
GPR64	1.07806519656977	4.28377093596059	6.22985571420945	6.41855812289614e-10	2.22164824995544e-09	11.6436106309273
ARL4D	-0.660539910903204	6.88092701149425	-6.22917944963031	6.44546272488374e-10	2.23057947888492e-09	11.6395398819027
TRAF3IP3	0.754383677469652	6.70925402298851	6.22751402680118	6.51219071059426e-10	2.25328696857945e-09	11.6295166996735
LAMC2	1.25507835839181	9.60647413793103	6.22694329237861	6.53521303238834e-10	2.26086666094856e-09	11.6260823695302
ZNF780A	-0.354667691279652	8.27677832512315	-6.22665293314948	6.54695605458946e-10	2.26454234018011e-09	11.6243352788704
ZNF329	-0.442553458068833	8.53674014778325	-6.22639451965667	6.55742442582301e-10	2.26777594726379e-09	11.622780469888
HOXB5	-1.2430206281323	4.90416789819376	-6.2252254023154	6.60499023372475e-10	2.28383578988208e-09	11.6157469413642
C9orf89	-0.507645684374642	8.50039967159278	-6.22440517636797	6.63856231343946e-10	2.295052304059e-09	11.6108131184238
MIA3	-0.396530473326628	11.3842924466338	-6.22405719735683	6.65285549783776e-10	2.29960111865865e-09	11.6087201394054
SYNM	1.2648127363849	9.67373579638752	6.22398599052358	6.65578401032143e-10	2.30022078117798e-09	11.6082918673107
CCT7	0.262356543044888	12.2300197044335	6.22394201216237	6.65759333058745e-10	2.30045350846369e-09	11.6080273626203
HOXB6	-1.11098120057913	6.00253973727422	-6.22348233800482	6.67653363121691e-10	2.30660455645522e-09	11.6052627904
NUPL2	0.295233368972042	8.56784425287356	6.22219818873969	6.7297247344928e-10	2.3245844332756e-09	11.5975406751955
CDKN2BAS	0.776576124290004	3.06993357963875	6.22186371031875	6.74364706758704e-10	2.32899625533378e-09	11.5955295649363
GEMIN6	0.342946303597284	7.72309433497537	6.2217322008532	6.74912872077246e-10	2.3304919838548e-09	11.5947388689529
ARRDC1	-0.486766357055368	9.91257356321839	-6.22077316064048	6.78923580079957e-10	2.34394141557778e-09	11.5889731478866
TXNRD1	0.423378857333779	10.7378387520525	6.21956536630435	6.8400771104782e-10	2.3610915568673e-09	11.581713110825
KCNA7	0.488240251698407	0.589450164203613	6.2182340223177	6.89655007986096e-10	2.38017948563981e-09	11.57371195077
TSC1	-0.307099002116074	9.61586215106732	-6.21808306389791	6.9029821112889e-10	2.38199341826244e-09	11.5728048167488
FBXL15	-0.584752731930057	7.202163136289	-6.2179494920637	6.90867822133494e-10	2.38355283370486e-09	11.5720021788146
RSPH9	-0.829328214723239	2.59996124794746	-6.21773375190231	6.91788805962492e-10	2.3863237776107e-09	11.5707058226254
PMP22	-0.599793159594626	11.3076903940887	-6.21753414371527	6.9264199119806e-10	2.38885994648214e-09	11.5695064390788
PSD	-0.82493347143334	5.18082331691297	-6.21697923241711	6.95019252210815e-10	2.39665075698509e-09	11.566172339401
KL	-0.902671702862231	4.99786642036125	-6.21612143422699	6.98709781765724e-10	2.40896671779357e-09	11.5610189395443
SQSTM1	-0.374401853213044	13.1627285714286	-6.21601003427492	6.99190463016843e-10	2.41021366076887e-09	11.5603497302655
BIRC3	0.828849308386248	8.28676116584565	6.21553853297255	7.01228529862473e-10	2.41682780578196e-09	11.5575174205598
PCDHB13	-0.729747292571556	5.57356904761905	-6.21524123214026	7.0251659591967e-10	2.42085521534204e-09	11.5557316372159
RBM6	-0.291516926161032	10.2179975369458	-6.21457115392506	7.05428212730718e-10	2.4304750194322e-09	11.5517070028691
MAGEA6	1.74317749192561	1.45076986863711	6.21433783596743	7.06444787345812e-10	2.43348199619473e-09	11.5503057404368
CYP1B1	0.851678926383766	10.1605426929392	6.21431570508061	7.06541286669218e-10	2.43348199619473e-09	11.550172829183
NFIX	0.692521677246917	11.1949013957307	6.21340259967722	7.10534027302312e-10	2.44681773863738e-09	11.5446893880528
CPOX	0.305060383116166	8.19074458128079	6.21054653878175	7.23165535569833e-10	2.48989262603881e-09	11.5275428627801
VWA5A	-0.684113852322076	9.1866341543514	-6.21051784003431	7.23293567981022e-10	2.48991013747266e-09	11.5273706057447
KRT32	-1.01410480231651	2.33840008210181	-6.21008731778816	7.25216896507762e-10	2.49610683006037e-09	11.5247865935628
NOTUM	1.02073628466422	2.5477486863711	6.20883907455249	7.3082161805593e-10	2.51497016293436e-09	11.5172955366866
TUG1	0.286240126962911	12.0718959770115	6.20702589434478	7.39038384790873e-10	2.54281436778538e-09	11.5064166521951
RRBP1	0.439801752979182	12.4098767651888	6.20640404634468	7.41877130605569e-10	2.55214806336402e-09	11.5026863183603
MIIP	0.465922452388904	8.35374671592775	6.20592164582505	7.4408662903103e-10	2.55931426819572e-09	11.4997927418671
C12orf68	-0.678867477447376	4.30768587848933	-6.2056829743059	7.45182171262829e-10	2.56264719517996e-09	11.4983611997808
ICOSLG	0.514136585365861	8.21905353037767	6.20509255542836	7.47899066005602e-10	2.57133247804677e-09	11.4948201133148
C18orf8	0.245065158703637	8.72401206896552	6.20507897662395	7.47961664436773e-10	2.57133247804677e-09	11.4947386770223
C15orf39	0.372079663659656	9.58290057471264	6.20458614546122	7.50237087713475e-10	2.57871715892283e-09	11.4917831292044
TTC9C	0.264054761109247	8.27088891625616	6.20430592355809	7.51533898071518e-10	2.58273621309085e-09	11.4901027143324
TRIM6	-0.678593239781721	6.99880681444992	-6.20283425426187	7.58380508928287e-10	2.60582322138033e-09	11.4812786813972
CYP2C18	0.657540077959684	0.713712972085386	6.20276204767876	7.58717996974077e-10	2.60654060639847e-09	11.4808457860041
CXXC4	-0.856142641719568	3.37524261083744	-6.20091878587631	7.67383098022146e-10	2.63586202529588e-09	11.4697966007874
TGM3	-1.22584459071166	2.66436297208539	-6.20070600887382	7.68389555121518e-10	2.63887150590486e-09	11.4685213360634
KIR2DL3	0.577378013141776	0.856909934318555	6.20052406445928	7.69251193307336e-10	2.64138270038321e-09	11.4674308969671
B9D2	-0.430826274640826	6.37495008210181	-6.20048430018134	7.69439631490492e-10	2.64158186420502e-09	11.4671925835468
NOL3	-0.502724013810006	8.77187257799672	-6.20026769246779	7.7046690158931e-10	2.64466028660791e-09	11.4658944454657
FBXO22OS	0.379841971266286	6.07061157635468	6.199502676636	7.7410574784231e-10	2.6567004923407e-09	11.4613100177711
DTWD1	-0.312099064483796	8.47276297208539	-6.19917794717266	7.75655413474398e-10	2.66156784711683e-09	11.4593642071285
JUND	-0.512520935516184	11.2408159277504	-6.1963987767133	7.89042613369194e-10	2.70704574046297e-09	11.442715059477
PXN	-0.328740712774236	11.2581077996716	-6.19551544351414	7.93344672177579e-10	2.72134422441401e-09	11.4374247520493
GLYATL1	-1.46366584474886	5.34042389162562	-6.19368891004642	8.02313137209878e-10	2.75164193984326e-09	11.4264878370983
INSL6	0.47578339458737	0.247253940886699	6.19286886758482	8.06371761810159e-10	2.7650932814391e-09	11.4215785724291
ZMYND12	-0.677561955674358	5.6706	-6.19036876966464	8.18869599578175e-10	2.80747369741954e-09	11.4066152569151
KDM5A	0.338112705201018	10.7007056650246	6.18954009319164	8.23053692023611e-10	2.82096592905757e-09	11.4016568037441
CXorf23	-0.34290851542488	7.73606518883416	-6.18953419819902	8.23083531246355e-10	2.82096592905757e-09	11.4016215328079
GATM	-0.801166377102117	8.72541732348112	-6.18877479355443	8.26936325958309e-10	2.8336911122348e-09	11.3970781245341
EFHD1	-0.841704472658417	12.0620462233169	-6.18759449977296	8.3295945992324e-10	2.85384790769167e-09	11.390017636188
HPS6	-0.267608555518429	8.90042307060755	-6.18739309080179	8.33991536199357e-10	2.85690064125666e-09	11.3888129389566
CRYBB1	-0.567508635705533	2.87051165845649	-6.18729319057979	8.34503916276588e-10	2.8581723849879e-09	11.3882154145805
ROR2	-0.736328858447479	8.41807052545156	-6.18677767623439	8.3715283715917e-10	2.86676010452274e-09	11.3851321581099
ANKRD40	-0.390671582581582	10.4212097701149	-6.18669056420811	8.37601264169638e-10	2.8678107864689e-09	11.3846111707876
F2RL2	-1.20500102461298	8.30100722495895	-6.18545366459313	8.43993825709446e-10	2.88920942499454e-09	11.3772144391449
POMGNT1	-0.300129401937854	10.5958703612479	-6.18458860423811	8.48492928563924e-10	2.90412012663116e-09	11.3720421530483
HEXDC	-0.548498781601516	7.98518899835796	-6.18431613697972	8.49914850640508e-10	2.90844102520478e-09	11.3704131835413
WDR33	0.142633544938198	10.3810760262726	6.18429168247648	8.50042584840366e-10	2.90844102520478e-09	11.3702669834346
KISS1R	-1.25378162378884	2.68134137931034	-6.18155488656925	8.64456875523038e-10	2.95726024376564e-09	11.3539086063175
PDPK1	-0.384023744292223	10.5430763546798	-6.18131781161255	8.65716687626922e-10	2.96106981216356e-09	11.3524918818019
LHX2	1.05944531462301	2.28917471264368	6.18099888117403	8.67414306857358e-10	2.96637530268072e-09	11.3505860816386
IFI35	-0.601145682147232	9.27389901477832	-6.1795972308382	8.7491369835924e-10	2.99151649825618e-09	11.3422114769327
ASCC1	0.269695629802882	9.00412175697865	6.17861901200517	8.80185034641032e-10	3.0090322960078e-09	11.3363678547382
FKBP1B	-0.595996387125508	5.31599655172414	-6.17810320715793	8.82977031175211e-10	3.01806765153761e-09	11.3332869219309
NUP85	0.334851192783161	9.59045082101806	6.17795832732748	8.83762804638856e-10	3.02024372587683e-09	11.3324215895963
SATB2	-0.723404973827825	6.49676395730706	-6.17772981284541	8.85003568886997e-10	3.0239737265226e-09	11.3310567663595
EI24	0.284483069384113	11.2967821018062	6.17728471948007	8.87425175752542e-10	3.03173661594813e-09	11.3283985424081
GNG13	-1.22955002116048	2.22283973727422	-6.17506412422965	8.99603698213048e-10	3.07282410123303e-09	11.3151392040049
NEURL3	0.958110266176632	4.2120829228243	6.17485434116986	9.00762623123144e-10	3.07626385219054e-09	11.313886805283
NBPF22P	-0.949042586034078	1.59729761904762	-6.17447436352214	9.02865483293426e-10	3.08292560574245e-09	11.3116184515828
GTSF1	1.00810184875821	1.96131617405583	6.17442290391671	9.03150637691295e-10	3.08337941917129e-09	11.3113112631006
ATG5	0.33229363403499	9.63282733990148	6.17434272783222	9.03595094682803e-10	3.08437685108986e-09	11.3108326561826
NUBP1	-0.303736543044872	8.86994819376026	-6.17281072723034	9.12128901818063e-10	3.11298188736424e-09	11.3016885803961
FAM27C	0.764265584140772	2.9886960591133	6.17259034731938	9.1336295552739e-10	3.11666833619894e-09	11.3003733707146
HSH2D	-1.00744903886847	7.52485303776683	-6.17210882030327	9.1606502082456e-10	3.12536199490212e-09	11.2974998094344
C10orf2	0.369698307161158	8.44139022988506	6.17157331423376	9.19079153988421e-10	3.13511723540062e-09	11.2943043699309
PWP1	0.204999861899999	9.89483136288998	6.17140966221189	9.20002211075995e-10	3.13773741642153e-09	11.2933278874057
C5orf41	-0.618167798195809	8.40941190476191	-6.17115453276756	9.21443040039527e-10	3.14212231804689e-09	11.2918056238665
C3orf54	-0.574583396814786	4.94219392446634	-6.17107784952101	9.21876534767272e-10	3.14307131011899e-09	11.2913480946956
SMS	0.40031311281879	11.0000410509031	6.17101367586843	9.22239465099135e-10	3.14377943901493e-09	11.2909652078894
TP53BP1	-0.353826018487579	10.3040940065681	-6.16929254129118	9.32025455164584e-10	3.17660375597327e-09	11.280697595396
LOC222699	-0.67065951664996	5.39193037766831	-6.16899147814408	9.33747620917956e-10	3.18193787966186e-09	11.2789018473822
TAPBP	0.388088078850636	12.2976575533662	6.16893719856485	9.34058445771172e-10	3.18246158205885e-09	11.2785780953351
NDUFAF3	-0.385687254705411	9.80655886699507	-6.16841594095557	9.37048506794061e-10	3.19211208740005e-09	11.2754691761605
SLC4A7	-0.689710907673458	9.86708062397373	-6.16771597579319	9.41078383058064e-10	3.20530094411233e-09	11.2712947856664
NPFFR2	-1.05448517206816	1.94415303776683	-6.16735395709156	9.43169250260843e-10	3.21188223579664e-09	11.2691359850244
CASKIN1	-0.976366419423094	4.63367027914614	-6.16597197992965	9.51192754139445e-10	3.23866100484735e-09	11.2608960322192
SMTNL2	0.958769210379776	2.25417019704434	6.16585274133234	9.51888146184188e-10	3.2404839025924e-09	11.2601851607824
GLDC	1.56094018042098	4.14558357963875	6.1654755322457	9.54091276465904e-10	3.24743807243487e-09	11.2579364172337
ZCCHC7	0.278288415191019	8.97959671592775	6.164865315225	9.57665860437745e-10	3.25905713419345e-09	11.2542988633314
RHBDF1	-0.405073172959137	9.83091880131363	-6.16425786557891	9.61237219401779e-10	3.27066131843495e-09	11.2506781418456
RAB31	-0.709431217284767	11.36961272578	-6.16295609447928	9.68934528306599e-10	3.29629801230728e-09	11.2429200254903
MYO3B	1.35328634369083	3.31339671592775	6.16242180901218	9.72111121554915e-10	3.30654928346156e-09	11.2397363099117
KRT7	1.37337932286444	11.9447068144499	6.16183710941934	9.75599104523241e-10	3.31785609820398e-09	11.2362524823053
TNFRSF14	-0.50874189107917	9.52306403940887	-6.16101570929586	9.80519755183606e-10	3.33403057118509e-09	11.2313588415566
ADPRH	0.422744884731041	8.01817536945813	6.16025262728323	9.85112754077514e-10	3.34908569675639e-09	11.226813190653
ARMC1	0.379015393696417	9.6994132183908	6.15956885141248	9.89246248130516e-10	3.362573853162e-09	11.2227404127536
DAP3	0.297479137988644	11.5056155172414	6.15934752472843	9.90587814221763e-10	3.36656895680805e-09	11.2214222144108
GBF1	-0.244648524334574	11.1493621510673	-6.15884683826705	9.93629270215914e-10	3.37633892288804e-09	11.2184403429315
CCDC90B	0.285507989753871	9.19165336617406	6.15639619388767	1.0086478989248e-09	3.42679705569956e-09	11.2038486524009
